Epoch	Loss
0	609058.1875
1	10990538.0
2	746328.0
3	201893.328125
4	163123.5
5	153760.578125
6	148397.21875
7	144410.828125
8	141869.171875
9	139415.015625
10	137044.390625
11	135033.75
12	133251.015625
13	131528.140625
14	129834.640625
15	128159.7421875
16	126497.40625
17	124838.7578125
18	123185.5546875
19	121537.8984375
20	119896.0390625
21	118260.21875
22	116630.671875
23	115007.7109375
24	113391.7421875
25	111783.03125
26	110181.9765625
27	108588.953125
28	107004.4765625
29	105428.9296875
30	103862.78125
31	102306.484375
32	100760.578125
33	99225.578125
34	97701.953125
35	96190.2734375
36	94691.0546875
37	93204.84375
38	91732.171875
39	90273.5625
40	88829.609375
41	87400.796875
42	85987.6875
43	84590.796875
44	83210.6484375
45	81847.7265625
46	80502.546875
47	79175.515625
48	77867.1953125
49	76577.9140625
50	75308.15625
51	74058.296875
52	72828.6953125
53	71619.7265625
54	70431.6640625
55	69264.8203125
56	68119.46875
57	66995.8203125
58	65894.09375
59	64814.49609375
60	63757.12109375
61	62722.12890625
62	61709.61328125
63	60719.58984375
64	59752.13671875
65	58807.2265625
66	57884.8671875
67	56984.96484375
68	56107.48828125
69	55252.3203125
70	54419.30078125
71	53608.31640625
72	52819.1640625
73	52051.6953125
74	51305.65234375
75	50580.83203125
76	49876.96484375
77	49193.7734375
78	48530.98828125
79	47888.3671875
80	47265.5703125
81	46662.3203125
82	46078.6171875
83	45514.76953125
84	44973.02734375
85	44461.3203125
86	44008.89453125
87	43721.2734375
88	43985.453125
89	46280.87109375
90	56026.83203125
91	93490.4921875
92	207970.34375
93	464075.78125
94	660255.4375
95	318170.21875
96	180854.125
97	82447.0546875
98	62033.27734375
99	53985.19140625
100	48856.140625
101	46300.6171875
102	44997.609375
103	43929.30859375
104	43018.68359375
105	42233.65625
106	41547.31640625
107	40952.19921875
108	40478.85546875
109	40155.50390625
110	39868.6015625
111	39666.03125
112	39434.90234375
113	39332.8046875
114	39254.80859375
115	39424.46875
116	39826.27734375
117	40698.0859375
118	42287.94921875
119	44570.30078125
120	48973.04296875
121	54804.60546875
122	65994.109375
123	80225.5625
124	105672.96875
125	134082.71875
126	171242.578125
127	167737.59375
128	180384.515625
129	133734.328125
130	127593.203125
131	87835.7890625
132	76865.4296875
133	61384.12890625
134	56333.5546875
135	52763.05078125
136	50252.83203125
137	50325.5859375
138	50371.92578125
139	50128.8359375
140	50781.11328125
141	50516.13671875
142	52186.13671875
143	52676.6640625
144	56221.64453125
145	60155.45703125
146	66066.8203125
147	70508.203125
148	78618.3046875
149	82099.0390625
150	91116.5
151	91378.96875
152	98573.84375
153	84412.328125
154	87852.3984375
155	72814.0859375
156	72132.046875
157	62492.33984375
158	62544.16796875
159	59437.83984375
160	59864.51953125
161	58471.515625
162	59476.62890625
163	59215.49609375
164	62144.16015625
165	62126.09375
166	65967.3515625
167	65667.703125
168	69879.9609375
169	68877.03125
170	73115.0703125
171	71073.0390625
172	74951.0078125
173	71764.2734375
174	75012.734375
175	70880.078125
176	73442.0625
177	68793.484375
178	70796.1875
179	66116.671875
180	67437.9765625
181	63250.3984375
182	63722.1328125
