Epoch	Loss
0	331623.21875
1	361867.46875
2	75838.765625
3	5336.212890625
4	2174.4736328125
5	1318.233642578125
6	927.9950561523438
7	743.8261108398438
8	652.8145751953125
9	604.2732543945312
10	575.1935424804688
11	555.1002807617188
12	539.2289428710938
13	525.4174194335938
14	512.6863403320312
15	500.5926513671875
16	488.9350280761719
17	477.6205749511719
18	466.60467529296875
19	455.8650207519531
20	445.38848876953125
21	435.16619873046875
22	425.19158935546875
23	415.4585876464844
24	405.96185302734375
25	396.6960754394531
26	387.6564636230469
27	378.8381042480469
28	370.236083984375
29	361.8459777832031
30	353.6631164550781
31	345.6831970214844
32	337.90142822265625
33	330.3138732910156
34	322.9163513183594
35	315.70458984375
36	308.6746520996094
37	301.8226318359375
38	295.14447021484375
39	288.6366271972656
40	282.29522705078125
41	276.1166076660156
42	270.09735107421875
43	264.2337951660156
44	258.5225524902344
45	252.9602508544922
46	247.5435791015625
47	242.26930236816406
48	237.1343231201172
49	232.13543701171875
50	227.26956176757812
51	222.53372192382812
52	217.9250946044922
53	213.44061279296875
54	209.07765197753906
55	204.83316040039062
56	200.7046356201172
57	196.68930053710938
58	192.78457641601562
59	188.9878692626953
60	185.2967071533203
61	181.70855712890625
62	178.22108459472656
63	174.83175659179688
64	171.5383758544922
65	168.33863830566406
66	165.2301788330078
67	162.21099853515625
68	159.27874755859375
69	156.43136596679688
70	153.6668701171875
71	150.9831085205078
72	148.378173828125
73	145.85006713867188
74	143.39686584472656
75	141.01666259765625
76	138.70773315429688
77	136.46810913085938
78	134.29615783691406
79	132.19003295898438
80	130.1481475830078
81	128.16868591308594
82	126.2502670288086
83	124.3910903930664
84	122.589599609375
85	120.84432983398438
86	119.15377807617188
87	117.51644134521484
88	115.93093872070312
89	114.39582824707031
90	112.90967559814453
91	111.47123718261719
92	110.07913208007812
93	108.7320785522461
94	107.42884826660156
95	106.16820526123047
96	104.94888305664062
97	103.76978302001953
98	102.62971496582031
99	101.52752685546875
100	100.46212768554688
101	99.4324951171875
102	98.43756866455078
103	97.47626495361328
104	96.54759979248047
105	95.6506118774414
106	94.78434753417969
107	93.94790649414062
108	93.14027404785156
109	92.36065673828125
110	91.60818481445312
111	90.8819808959961
112	90.18122863769531
113	89.50511932373047
114	88.85292053222656
115	88.22383880615234
116	87.61711120605469
117	87.03197479248047
118	86.46784973144531
119	85.9239273071289
120	85.39961242675781
121	84.89420318603516
122	84.40714263916016
123	83.93772888183594
124	83.48543548583984
125	83.04963684082031
126	82.6297836303711
127	82.22530364990234
128	81.83570098876953
129	81.46043395996094
130	81.09899139404297
131	80.7508544921875
132	80.41560363769531
133	80.09278106689453
134	79.78190612792969
135	79.4825439453125
136	79.19427490234375
137	78.91669464111328
138	78.64942169189453
139	78.39205169677734
140	78.14420318603516
141	77.90553283691406
142	77.67570495605469
143	77.4543685913086
144	77.24118041992188
145	77.03583526611328
146	76.8380355834961
147	76.64749145507812
148	76.4638442993164
149	76.28692626953125
150	76.11639404296875
151	75.95204162597656
152	75.79356384277344
153	75.64075469970703
154	75.49337005615234
155	75.35118103027344
156	75.2139892578125
157	75.08154296875
158	74.95368194580078
159	74.83021545410156
160	74.7109375
161	74.59566497802734
162	74.48419189453125
163	74.37642669677734
164	74.27216339111328
165	74.17123413085938
166	74.0735092163086
167	73.97883605957031
168	73.88709259033203
169	73.79814910888672
170	73.71185302734375
171	73.62809753417969
172	73.5467300415039
173	73.46769714355469
174	73.39086151123047
175	73.31609344482422
176	73.24337005615234
177	73.17250061035156
178	73.10343170166016
179	73.03609466552734
180	72.97040557861328
181	72.90624237060547
182	72.84356689453125
183	72.78227233886719
184	72.72234344482422
185	72.66365051269531
186	72.60617065429688
187	72.54981994628906
188	72.49457550048828
189	72.44036102294922
190	72.38713836669922
191	72.33493041992188
192	72.28372955322266
193	72.23365783691406
194	72.18502044677734
195	72.13850402832031
196	72.09568786621094
197	72.06016540527344
198	72.04005432128906
199	72.0541763305664
200	72.1463623046875
201	72.4207992553711
202	73.12786102294922
203	74.88145446777344
204	79.1987075805664
205	89.92475128173828
206	116.79535675048828
207	185.32168579101562
208	360.64849853515625
209	816.907958984375
210	1967.8583984375
211	4799.49853515625
212	10409.3701171875
213	18358.955078125
214	19867.099609375
215	13531.220703125
216	5126.00927734375
217	1579.8477783203125
218	449.9327697753906
219	167.1190643310547
220	94.22297668457031
221	75.60404968261719
222	70.63603973388672
223	69.26091766357422
224	68.8476791381836
225	68.70120239257812
226	68.63092041015625
227	68.58338165283203
228	68.54310607910156
229	68.50556182861328
230	68.46927642822266
231	68.4338150024414
232	68.39899444580078
233	68.36478424072266
234	68.33110046386719
235	68.29796600341797
236	68.2653579711914
237	68.23321533203125
238	68.20154571533203
239	68.17031860351562
240	68.1395492553711
241	68.10919189453125
242	68.0792465209961
243	68.04969024658203
244	68.02049255371094
245	67.99166107177734
246	67.96315002441406
247	67.93500518798828
248	67.90716552734375
249	67.8796157836914
250	67.85237121582031
251	67.82540130615234
252	67.79871368408203
253	67.77225494384766
254	67.74606323242188
255	67.72008514404297
256	67.6943588256836
257	67.66881561279297
258	67.64347839355469
259	67.61834716796875
260	67.59339904785156
261	67.5686264038086
262	67.54401397705078
263	67.51956176757812
264	67.49526977539062
265	67.47110748291016
266	67.44709014892578
267	67.42321014404297
268	67.39945220947266
269	67.37579345703125
270	67.35226440429688
271	67.32881927490234
272	67.30545043945312
273	67.28221893310547
274	67.25904846191406
275	67.2359619140625
276	67.21297454833984
277	67.19001770019531
278	67.16715240478516
279	67.14434051513672
280	67.12158966064453
281	67.09888458251953
282	67.07621765136719
283	67.05361938476562
284	67.03105163574219
285	67.00851440429688
286	66.98603820800781
287	66.96357727050781
288	66.94113159179688
289	66.9187240600586
290	66.89635467529297
291	66.87398529052734
292	66.85161590576172
293	66.82929992675781
294	66.80696105957031
295	66.78465270996094
296	66.7623519897461
297	66.74005126953125
298	66.7177734375
299	66.69546508789062
300	66.67317199707031
301	66.6509017944336
302	66.62860870361328
303	66.60631561279297
304	66.5840072631836
305	66.56170654296875
306	66.53939819335938
307	66.51707458496094
308	66.49476623535156
309	66.47246551513672
310	66.4501953125
311	66.42799377441406
312	66.40595245361328
313	66.38424682617188
314	66.36320495605469
315	66.3436279296875
316	66.32719421386719
317	66.31755828857422
318	66.32286071777344
319	66.36160278320312
320	66.47622680664062
321	66.76579284667969
322	67.46533966064453
323	69.13907623291016
324	73.17039489746094
325	82.9707260131836
326	107.18069458007812
327	167.5133514404297
328	320.4123229980469
329	704.9620971679688
330	1670.0693359375
331	3871.571044921875
332	8164.1533203125
333	12588.1015625
334	12504.4951171875
335	6247.23486328125
336	1969.4866943359375
337	463.0948181152344
338	145.87110900878906
339	81.3468017578125
340	68.56504821777344
341	65.90593719482422
