Epoch	Loss
0	442.6570739746094
1	351.5162353515625
2	263.4049072265625
3	145.75230407714844
4	66.0997543334961
5	42.08870315551758
6	33.68156814575195
7	29.67683219909668
8	27.643434524536133
9	26.432918548583984
10	25.653047561645508
11	25.09242057800293
12	24.655004501342773
13	24.313060760498047
14	24.039024353027344
15	23.808271408081055
16	23.613126754760742
17	23.44526481628418
18	23.297983169555664
19	23.16817855834961
20	23.05414390563965
21	22.953350067138672
22	22.8625545501709
23	22.78046226501465
24	22.705114364624023
25	22.633943557739258
26	22.568449020385742
27	22.508028030395508
28	22.452091217041016
29	22.400243759155273
30	22.352474212646484
31	22.31004524230957
32	22.270090103149414
33	22.237125396728516
34	22.213693618774414
35	22.179582595825195
36	22.150043487548828
37	22.129289627075195
38	22.114608764648438
39	22.08749771118164
40	22.063018798828125
41	22.057415008544922
42	22.044082641601562
43	22.028249740600586
44	22.03635025024414
45	22.0350341796875
46	22.048480987548828
47	22.05599594116211
48	22.06647300720215
49	22.07840919494629
